,added_at,artist_ids,artists,id,name,release_date
372,2019-05-21T05:34:55Z,"0Y5tJX1MQlPlqiwlOH1tJY, 4dYQmk5ma04mZ1KJ9KkAQK","Travis Scott, Kacy Hill",51EC3I1nQXpec4gDk0mQyP,90210 (feat. Kacy Hill),2015-09-04
373,2019-05-21T05:34:55Z,"0Y5tJX1MQlPlqiwlOH1tJY, 1Xyo4u8uXC1ZmMpatF05PJ","Travis Scott, The Weeknd",2dJ4rGtsOHOgvTQawsCRtg,Pray 4 Love (feat. The Weeknd),2015-09-04
374,2019-05-21T05:34:55Z,"0Y5tJX1MQlPlqiwlOH1tJY, 1zNqQNIdeOUZHb8zbZRFMX, 15iVAtD3s3FsQR4w1v6M0P","Travis Scott, Swae Lee, Chief Keef",3xby7fOyqmeON8jsnom0AT,Nightcrawler (feat. Swae Lee & Chief Keef),2015-09-04
375,2019-05-21T05:34:55Z,"0Y5tJX1MQlPlqiwlOH1tJY, 5K4W6rqBFWDnAN6FQUkS6x","Travis Scott, Kanye West",5H25xsIuRWUI8GwcoAoeSG,Piss On Your Grave (feat. Kanye West),2015-09-04
376,2019-05-21T05:34:55Z,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,1wHZx0LgzFHyeIZkUydNXq,Antidote,2015-09-04
377,2019-05-21T05:34:55Z,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,0IabpxMpUV7waD7U4uDIMJ,Impossible,2015-09-04
378,2019-05-21T05:34:55Z,"0Y5tJX1MQlPlqiwlOH1tJY, 1uNFoZAHBGtllmzznpCI3s, 50co4Is1HCEo8bhOyUWKpn","Travis Scott, Justin Bieber, Young Thug",6Yqmv7XJLCrQEauMbPGZSw,Maria I'm Drunk (feat. Justin Bieber & Young Thug),2015-09-04
379,2019-05-21T05:34:55Z,"0Y5tJX1MQlPlqiwlOH1tJY, 6O4EGCCb6DoIiR6B1QCQgp","Travis Scott, Toro y Moi",6HszFW6X5wM8DKX1SO0LaK,Flying High,2015-09-04
380,2019-05-21T05:34:55Z,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,2hiuiI3ac0I5kJWtkeGHEL,I Can Tell,2015-09-04
381,2019-05-21T05:34:55Z,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,6scpNkWEmUxmKY7nYjVLsX,Apple Pie,2015-09-04
382,2019-05-21T05:34:55Z,"0Y5tJX1MQlPlqiwlOH1tJY, 5IcR3N7QB1j6KBL8eImZ8m","Travis Scott, ScHoolboy Q",0MRZ9nMoLc7qQ8Nhovv8C8,Ok Alright (feat. ScHoolboy Q),2015-09-04
383,2019-05-21T05:34:55Z,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,3jg8bevUzKYONDLBBQquif,Never Catch Me,2015-09-04
384,2019-05-21T05:01:21Z,15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,4axYWgXASdsCBHuwInAubT,I don't let go,2018-12-07
385,2019-05-21T04:58:45Z,"20wkVLutqVOYrc0kxFs7rA, 3Y7RZ31TRPVadSFVy1o8os","Daniel Caesar, H.E.R.",1RMJOxR6GRPsBHL8qeC2ux,Best Part (feat. H.E.R.),2017-08-25
386,2019-05-21T04:55:25Z,3MZsBdqDrRTJihTHQrO6Dq,Joji,606F3qdYCXtDVtKN53YsuW,I'LL SEE YOU IN 40,2018-10-26
387,2019-05-21T04:51:38Z,3MZsBdqDrRTJihTHQrO6Dq,Joji,4sbtM9ORGwmxGkXfctXbJq,NO FUN,2018-10-26
388,2019-05-21T04:35:41Z,"1YuknfkSYTTbolRpwZBOv4, 2LmyJyCF5V1eQyvHgJNbTn","George Gershwin, Leonard Bernstein",4yPWN9oa3qAS2IDE3YV7u6,3 Preludes For Piano Solo: 2. Andante con moto e poco rubato - Live,1983-01-01
389,2019-05-21T04:35:41Z,"2LmyJyCF5V1eQyvHgJNbTn, 6yeL5iw4hXNZtd8T7FOoFU","Leonard Bernstein, Los Angeles Philharmonic",02TAwqSFceIYSQWsbbjGZ2,"""West Side Story"" - Symphonic Dances: 1. Prologue - Live",1983-01-01
390,2019-05-21T04:35:41Z,"2LmyJyCF5V1eQyvHgJNbTn, 6yeL5iw4hXNZtd8T7FOoFU","Leonard Bernstein, Los Angeles Philharmonic",5xM6P5dInRn6E7FWurtlN1,"""West Side Story"" - Symphonic Dances: 2. Somewhere - Live",1983-01-01
391,2019-05-21T04:35:41Z,"2LmyJyCF5V1eQyvHgJNbTn, 6yeL5iw4hXNZtd8T7FOoFU","Leonard Bernstein, Los Angeles Philharmonic",71VMBBX1L4BbzeWQlSOknq,"""West Side Story"" - Symphonic Dances: 3. Scherzo - Live",1983-01-01
392,2019-05-21T04:35:41Z,"2LmyJyCF5V1eQyvHgJNbTn, 6yeL5iw4hXNZtd8T7FOoFU","Leonard Bernstein, Los Angeles Philharmonic",3cTnU2tsNN4Xgk8O9vs53g,"""West Side Story"" - Symphonic Dances: 4. Mambo - Live",1983-01-01
393,2019-05-21T04:35:41Z,"2LmyJyCF5V1eQyvHgJNbTn, 6yeL5iw4hXNZtd8T7FOoFU","Leonard Bernstein, Los Angeles Philharmonic",7akttmS22M2iviESq5B8dS,"""West Side Story"" - Symphonic Dances: 5. Cha-cha - Live",1983-01-01
394,2019-05-21T04:35:41Z,"2LmyJyCF5V1eQyvHgJNbTn, 6yeL5iw4hXNZtd8T7FOoFU","Leonard Bernstein, Los Angeles Philharmonic",3JgrSbhFrAMHWnKRCKUrM6,"""West Side Story"" - Symphonic Dances: 6. Meeting Scene - Live",1983-01-01
395,2019-05-21T04:35:41Z,"2LmyJyCF5V1eQyvHgJNbTn, 6yeL5iw4hXNZtd8T7FOoFU","Leonard Bernstein, Los Angeles Philharmonic",110EEOml9AI1aWK7Fy64Uj,"""West Side Story"" - Symphonic Dances: 7. Cool Fugue - Live",1983-01-01
396,2019-05-21T04:35:41Z,"2LmyJyCF5V1eQyvHgJNbTn, 6yeL5iw4hXNZtd8T7FOoFU","Leonard Bernstein, Los Angeles Philharmonic",2GHPSxOQc8qOApjr46Im0e,"""West Side Story"" - Symphonic Dances: 8. Rumble - Live",1983-01-01
397,2019-05-21T04:35:41Z,"2LmyJyCF5V1eQyvHgJNbTn, 6yeL5iw4hXNZtd8T7FOoFU","Leonard Bernstein, Los Angeles Philharmonic",0rekbkJgasumFXgBojGtWG,"""West Side Story"" - Symphonic Dances: 9. Finale - Live",1983-01-01
398,2019-05-21T04:30:17Z,"1YuknfkSYTTbolRpwZBOv4, 2LmyJyCF5V1eQyvHgJNbTn, 6yeL5iw4hXNZtd8T7FOoFU","George Gershwin, Leonard Bernstein, Los Angeles Philharmonic",3idbrPT1epEied2o3K7B2m,Rhapsody In Blue - Live,1983-01-01
399,2019-05-21T04:25:47Z,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,09mEdoA6zrmBPgTEN5qXmN,Call Out My Name,2018-03-30
400,2019-05-18T06:28:17Z,"7GN9PivdemQRKjDt4z5Zv8, 6qgnBH6iDM91ipVXv28OMu","The Internet, KAYTRANADA",3PFaFVWq5wucLu6s4baj9D,Girl,2015-06-26
401,2019-05-18T06:24:56Z,4ULO7IGI3M2bo0Ap7B9h8a,Teyana Taylor,3nXrCAE44KlevAkQB2XWcN,Gonna Love Me,2018-06-23
402,2019-05-18T06:22:49Z,"5ZS223C6JyBfXasXxrRqOk, 1zNqQNIdeOUZHb8zbZRFMX","Jhene Aiko, Swae Lee",2pg2TiYo9Rb8KeB5JjP7jS,Sativa,2017-09-22
403,2019-05-18T06:12:20Z,4wQ3PyMz3WwJGI5uEqHUVR,The Allman Brothers Band,5cfYurP1XKldMBtvBBJiTs,Ramblin' Man,1989-06-20
404,2019-05-18T06:06:23Z,3IYUhFvPQItj6xySrBmZkd,Creedence Clearwater Revival,5DnT9a5IM3eMjKgXTWVJvi,Have You Ever Seen The Rain,1970-12-07
405,2019-05-18T06:06:16Z,3IYUhFvPQItj6xySrBmZkd,Creedence Clearwater Revival,4BP3uh0hFLFRb5cjsgLqDh,Fortunate Son,1969-11-02
406,2019-05-18T06:03:37Z,39T6qqI0jDtSWWioX8eGJz,The Doobie Brothers,4nXkbcTj3nyww1cHkw5RAP,Long Train Runnin',1973
407,2019-05-18T06:03:20Z,39T6qqI0jDtSWWioX8eGJz,The Doobie Brothers,7Ar4G7Ci11gpt6sfH9Cgz5,Listen to the Music,1972
408,2019-05-18T05:57:13Z,35U9lQaRWSQISxQAB94Meo,America,5VSAonaAPhhGn0G7hMYwWK,Sister Golden Hair,1975
409,2019-05-18T05:55:28Z,35U9lQaRWSQISxQAB94Meo,America,54eZmuggBFJbV7k248bTTt,A Horse with No Name,1972
410,2019-05-17T16:09:12Z,"2gClsBep1tt1rv1CN210SO, 2dfDjeZroUd3LWmSFrAZCD, 3PfJE6ebCbCHeuqO4BfNeA","Gabriel Faure, David Parry, London Philharmonic Orchestra",4DLkSDc0HJ4i4jxjKq3Kuk,"Pavane, Op. 50",2009-11-23
411,2019-05-17T16:07:46Z,"3PfJE6ebCbCHeuqO4BfNeA, 0YPaxN1Kd8xlj4heYFCx51","London Philharmonic Orchestra, Pieter Schoeman",3ThCzJcgLmOjR1smnurVKd,Thais: Meditation,2011-05-24
412,2019-05-17T16:07:20Z,5QM7h12RUoqgBHiY5OBCZs,Finghin Collins,0x7kTbTAVsHWWHeg1UxZP5,Gymnopedie No. 1,2011-05-24
413,2019-05-17T16:04:55Z,3PfJE6ebCbCHeuqO4BfNeA,London Philharmonic Orchestra,4BlDzt4GOlXypmhYcOqXvC,Les contes d'Hoffmann (The Tales of Hoffmann): Barcarolle,2011-05-24
414,2019-05-17T16:02:56Z,"4OihBPCQzR4GfbzqOY69Xm, 0MvSBMGRQJY3mRwIbJsqF1, 6eFKhfcEpptaK2LAxZbB9S","Jacques Offenbach, Royal Philharmonic Orchestra, Philip Ellis",6kyiWsforDWCq1VBCm4BNZ,Can-Can From Orpheus In The Underworld,2007-08-03
415,2019-05-17T15:58:46Z,"1JOQXgYdQV2yfrhewqx96o, 6uRJnvQ3f8whVnmeoecv5Z, 6HclTVD03WSY6GUpN16BkP","Giuseppe Verdi, Berliner Philharmoniker, Claudio Abbado",0zdj9G0PPqu5skbup2sauQ,Nabucco: Overture,1997-01-01
416,2019-05-17T15:56:55Z,"0roWUeP7Ac4yK4VN6L2gF4, 77CaCn32H4mOMQA7UElzfF, 6NUhQz7eAEsZvjEHTKHux9","Gioachino Rossini, Academy of St. Martin in the Fields, Sir Neville Marriner",1aOiwLSEnhX9jxiwHuB0Sv,William Tell: Overture,2003-01-01
417,2019-05-17T15:48:05Z,"6s1pCNXcbdtQJlsnM1hRIA, 1PsknnitlKhm7SOszdGWB1","Dmitri Shostakovich, Borodin Quartet",6jbhdBDPX6w7lMFgpXxxQx,String Quartet No. 8 in C minor Op. 110: V. Largo,1993-01-01
418,2019-05-17T15:48:03Z,"6s1pCNXcbdtQJlsnM1hRIA, 1PsknnitlKhm7SOszdGWB1","Dmitri Shostakovich, Borodin Quartet",2IMdhCFd9zUVKBAC0RzlDr,String Quartet No. 8 in C minor Op. 110: IV. Largo,1993-01-01
419,2019-05-17T15:48:00Z,"6s1pCNXcbdtQJlsnM1hRIA, 1PsknnitlKhm7SOszdGWB1","Dmitri Shostakovich, Borodin Quartet",4FIz68EeLOWou5cHsZyfF9,String Quartet No. 8 in C minor Op. 110: III. Allegretto,1993-01-01
420,2019-05-17T15:47:57Z,"6s1pCNXcbdtQJlsnM1hRIA, 1PsknnitlKhm7SOszdGWB1","Dmitri Shostakovich, Borodin Quartet",3WOMUrxu2UbE8xKoczP4h3,String Quartet No. 8 in C minor Op. 110: II. Allegro molto,1993-01-01
421,2019-05-17T15:47:54Z,"6s1pCNXcbdtQJlsnM1hRIA, 1PsknnitlKhm7SOszdGWB1","Dmitri Shostakovich, Borodin Quartet",3gV5Q6p0l7Jlf2LjSOJtjE,String Quartet No. 8 in C minor Op. 110: I. Largo,1993-01-01
422,2019-05-17T15:43:02Z,"6s1pCNXcbdtQJlsnM1hRIA, 7pVJ9rSyonlAZzWHtfVURF, 5yxyJsFanEAuwSM5kOuZKc","Dmitri Shostakovich, Maxim Shostakovich, London Symphony Orchestra",7yDuzmHeYUZ5xUM2Q2TBVY,"The Gadfly Suite, Op.97a: VII. Romance",1991-04-07
423,2019-05-17T15:38:08Z,"6s1pCNXcbdtQJlsnM1hRIA, 0K23lQ2hSQAlxSEeZ05bjI, 6fkV4LaygxybcMjo4cJLrI","Dmitri Shostakovich, Boston Symphony Orchestra, Andris Nelsons",3hnPW3nw1F6mIm5cig09tc,"Festive Overture, Op. 96 - Live at Symphony Hall, Boston / 2017",2019-02-22
424,2019-05-17T15:35:32Z,"6s1pCNXcbdtQJlsnM1hRIA, 0DJZPK3nRWESIS0yexi6Qi, 6jKsnWXyWgE3jyC0Cs0Cdb","Dmitri Shostakovich, Russian State Symphony Orchestra, Dmitry Yablonsky",0pjCsB0XNSyqM9UazlTODC,Jazz Suite No. 2: VI. Waltz 2,2002-04-15
425,2019-05-17T15:29:26Z,"6s1pCNXcbdtQJlsnM1hRIA, 0kzAelnLf2dYR4gAjOh67C, 0IuqAyi5CMgpuyhckrcqNs, 3PfJE6ebCbCHeuqO4BfNeA","Dmitri Shostakovich, Mikhail Rudy/Mariss Jansons/London Philharmonic Orchestra, Mariss Jansons, London Philharmonic Orchestra",3kRSfsmFyhP5z7Du3eFC1c,"Shostakovich: Piano Concerto No. 2 in F Major, Op. 102: III. Allegro",2003-02-03
426,2019-05-17T15:29:24Z,"6s1pCNXcbdtQJlsnM1hRIA, 202QgNmXvQU0kwTIV26S8E, 0IuqAyi5CMgpuyhckrcqNs, 3PfJE6ebCbCHeuqO4BfNeA","Dmitri Shostakovich, Mikhail Rudy, Mariss Jansons, London Philharmonic Orchestra",5TjdmYP9WUK2DUXtxjGa5h,"Shostakovich: Piano Concerto No. 2 in F Major, Op. 102: II. Andante",2003-02-03
427,2019-05-17T15:29:22Z,"6s1pCNXcbdtQJlsnM1hRIA, 0kzAelnLf2dYR4gAjOh67C, 0IuqAyi5CMgpuyhckrcqNs, 3PfJE6ebCbCHeuqO4BfNeA","Dmitri Shostakovich, Mikhail Rudy/Mariss Jansons/London Philharmonic Orchestra, Mariss Jansons, London Philharmonic Orchestra",1Gq2RuebEYxpK1MRZWmJno,"Shostakovich: Piano Concerto No. 2 in F Major, Op. 102: I. Allegro",2003-02-03
428,2019-05-16T18:18:44Z,"6yPEOdG1RrtchjBRdnu8tu, 0pa2mkOjPCweXAyOK38OIl","Patrick Carney, Ralph Carney",2fYwXajnfsfp4APMSop4Uc,BoJack's Theme,2017-09-08
429,2019-05-16T18:18:44Z,0qF1GTce1VECOsdtzasYnX,Jesse Novak,39fnNI8mbrz3DB8ZWHYmrs,Horsin' Around Theme,2017-09-08
430,2019-05-16T18:18:44Z,"6yPEOdG1RrtchjBRdnu8tu, 5rScKX1Sh1U67meeUyTGwk","Patrick Carney, Michelle Branch",5Ea66YQ4u2nePfHsM5UezQ,A Horse with No Name,2017-09-08
431,2019-05-16T18:18:44Z,0qF1GTce1VECOsdtzasYnX,Jesse Novak,7kULe6tZxvByCsfng9D5rD,Mr. Peanutbutter's House Theme,2017-09-08
432,2019-05-16T18:18:44Z,"7Eb5SuBHafZ7rSw3wwS5lO, 64r4WYueLLJ8f5yLhQJnxO","Jane Krakowski, Colman Domingo",3OrqExOwr13y6UCI1LGhA4,I Will Always Think of You,2017-09-08
433,2019-05-16T18:18:44Z,"0qF1GTce1VECOsdtzasYnX, 4tkSEsBEnKGGlTCpVnHh6o, 0Jxvyzb4OMAPe5M8sDQhKA","Jesse Novak, Daniele Gaither, Manus",0qi1XbDjUSGT1YWKzvKM9K,Get Dat Fetus Kill Dat Fetus,2017-09-08
434,2019-05-16T18:18:44Z,"0qF1GTce1VECOsdtzasYnX, 1jrsERI1GBimv30hicgqYP","Jesse Novak, Carrick Moore Gerety",0haz0N3X79cLRgGRglUeLN,Kyle and the Kids,2017-09-08
435,2019-05-16T18:18:44Z,7G1GBhoKtEPnP86X2PvEYO,Nina Simone,1OXBfwBYtj2AAKi6jom1qT,Stars (Live at Montreux),2017-09-08
436,2019-05-16T18:18:44Z,3kVUvbeRdcrqQ3oHk5hPdx,Grouplove,5d4ERnrRRe9o4I7aFLFTvP,Back in the 90's,2017-09-08
437,2019-05-16T18:18:44Z,"6yPEOdG1RrtchjBRdnu8tu, 0pa2mkOjPCweXAyOK38OIl","Patrick Carney, Ralph Carney",5dV2mUBoEAQFXhgiptE9pq,BoJack's Theme (Full Length),2017-09-08
438,2019-05-16T18:18:44Z,0qF1GTce1VECOsdtzasYnX,Jesse Novak,0Xm0TK4dhhldtrpCkiqxUj,Seaport,2017-09-08
439,2019-05-16T18:18:44Z,0qF1GTce1VECOsdtzasYnX,Jesse Novak,5lfNSjn4xu0JT8SL78AkKa,Hallway,2017-09-08
440,2019-05-16T18:18:44Z,0qF1GTce1VECOsdtzasYnX,Jesse Novak,4P4e9L3Ca5QKQQ5sauA75y,Kelsey Apology,2017-09-08
441,2019-05-16T18:18:44Z,0qF1GTce1VECOsdtzasYnX,Jesse Novak,0cGuOGlPRjsvICrAJF8HSr,Chasing Kelsey,2017-09-08
442,2019-05-16T18:18:44Z,0qF1GTce1VECOsdtzasYnX,Jesse Novak,6J9ugrqVR0S9buA5apWti7,Seahorse Birth,2017-09-08
443,2019-05-16T18:18:44Z,0qF1GTce1VECOsdtzasYnX,Jesse Novak,3ZJe4mqnhyxww23RuZ7dTh,Post Birth,2017-09-08
444,2019-05-16T18:18:44Z,0qF1GTce1VECOsdtzasYnX,Jesse Novak,0neDPFihhc9sGb0aX3Fw2c,Baby Seahorse and Convenience Store,2017-09-08
445,2019-05-16T18:18:44Z,0qF1GTce1VECOsdtzasYnX,Jesse Novak,1jvdu7SUdpsrfqGDaVtRMh,Shark Chase,2017-09-08
446,2019-05-16T18:18:44Z,0qF1GTce1VECOsdtzasYnX,Jesse Novak,0mj0fMumHBSMckFeQoZCQU,Darkness and Tunnel,2017-09-08
447,2019-05-16T18:18:44Z,0qF1GTce1VECOsdtzasYnX,Jesse Novak,0w4wCn0POJYlJkb6qDAyNB,Fan Section,2017-09-08
448,2019-05-16T18:18:44Z,0qF1GTce1VECOsdtzasYnX,Jesse Novak,4ncUfBFumoPfEFWWldJ8TX,Factory,2017-09-08
449,2019-05-16T18:18:44Z,0qF1GTce1VECOsdtzasYnX,Jesse Novak,2ZafG8CBCe634ZNHHcDpxo,Flying,2017-09-08
450,2019-05-16T18:18:44Z,0qF1GTce1VECOsdtzasYnX,Jesse Novak,6pDCdmqbDfNRTQySZlQnHw,Seahorse Reunion,2017-09-08
451,2019-05-16T18:18:44Z,0qF1GTce1VECOsdtzasYnX,Jesse Novak,3jJrWsfgQi51t6DGJZrHKj,Final Kelsey Pursuit,2017-09-08
452,2019-05-16T18:18:44Z,5zb7wVUx1vTXLB6HX26EnX,Oberhofer,1RxdDVp148rnofeCFRqeSG,Sea of Dreams,2017-09-08
453,2019-05-16T16:34:30Z,"6s1pCNXcbdtQJlsnM1hRIA, 0MvSBMGRQJY3mRwIbJsqF1, 20iZXzMb8LoWXOeca32i82","Dmitri Shostakovich, Royal Philharmonic Orchestra, Vladimir Ashkenazy",0DX4YvHUYgUulyZh4dHsCd,"Symphony No.9 in E flat, Op.70: 5. Allegretto",2012-01-01
454,2019-05-16T16:34:28Z,"6s1pCNXcbdtQJlsnM1hRIA, 0MvSBMGRQJY3mRwIbJsqF1, 20iZXzMb8LoWXOeca32i82","Dmitri Shostakovich, Royal Philharmonic Orchestra, Vladimir Ashkenazy",3qT7lpecOADThG39sAkj0G,"Symphony No.9 in E flat, Op.70: 4. Largo -",2012-01-01
455,2019-05-16T16:34:26Z,"6s1pCNXcbdtQJlsnM1hRIA, 0MvSBMGRQJY3mRwIbJsqF1, 20iZXzMb8LoWXOeca32i82","Dmitri Shostakovich, Royal Philharmonic Orchestra, Vladimir Ashkenazy",1v3CTcNGX2TtONRPnjHXMt,"Symphony No.9 in E flat, Op.70: 3. Presto -",2012-01-01
456,2019-05-16T16:34:24Z,"6s1pCNXcbdtQJlsnM1hRIA, 0MvSBMGRQJY3mRwIbJsqF1, 20iZXzMb8LoWXOeca32i82","Dmitri Shostakovich, Royal Philharmonic Orchestra, Vladimir Ashkenazy",2VGwoTpQRoMDuYJFmlBnv1,"Symphony No.9 in E flat, Op.70: 2. Moderato",2012-01-01
457,2019-05-16T16:34:22Z,"6s1pCNXcbdtQJlsnM1hRIA, 0MvSBMGRQJY3mRwIbJsqF1, 20iZXzMb8LoWXOeca32i82","Dmitri Shostakovich, Royal Philharmonic Orchestra, Vladimir Ashkenazy",0yjXFAJC1jE0EzojbgDCW1,"Symphony No.9 in E flat, Op.70: 1. Allegro",2012-01-01
458,2019-05-16T16:19:07Z,"6s1pCNXcbdtQJlsnM1hRIA, 3PfJE6ebCbCHeuqO4BfNeA, 56zD3vlVlbxtkfNPaznQoA","Dmitri Shostakovich, London Philharmonic Orchestra, Vladimir Jurowski",0hgAArvbsi1EiMvpD7OTlA,"Symphony No. 6, Op. 54: III. Presto",2014-10-07
459,2019-05-16T16:19:04Z,"6s1pCNXcbdtQJlsnM1hRIA, 3PfJE6ebCbCHeuqO4BfNeA, 56zD3vlVlbxtkfNPaznQoA","Dmitri Shostakovich, London Philharmonic Orchestra, Vladimir Jurowski",48D4n42cPjIRf3GRewQYvh,"Symphony No. 6, Op. 54: II. Allegro",2014-10-07
460,2019-05-16T16:19:02Z,"6s1pCNXcbdtQJlsnM1hRIA, 3PfJE6ebCbCHeuqO4BfNeA, 56zD3vlVlbxtkfNPaznQoA","Dmitri Shostakovich, London Philharmonic Orchestra, Vladimir Jurowski",4W2TsDrd9mapgRmcqd32a1,"Symphony No. 6, Op. 54: I. Largo",2014-10-07
461,2019-05-16T03:52:44Z,"6s1pCNXcbdtQJlsnM1hRIA, 2HqNckz4bPVT37fWkhugTZ, 0IuqAyi5CMgpuyhckrcqNs","Dmitri Shostakovich, Royal Concertgebouw Orchestra, Mariss Jansons",4JvDYhizBPCuoIgsHGxSnP,"Shostakovich: Symphony No. 7 in C Major, Op. 60, ""Leningrad"": I. Allegretto - Live",2006-01-05
462,2019-05-16T03:52:44Z,"6s1pCNXcbdtQJlsnM1hRIA, 2HqNckz4bPVT37fWkhugTZ, 0IuqAyi5CMgpuyhckrcqNs","Dmitri Shostakovich, Royal Concertgebouw Orchestra, Mariss Jansons",6oKJeh5BIk1iDEeIovOhDU,"Shostakovich: Symphony No. 7 in C Major, Op. 60, ""Leningrad"": II. Moderato (Poco allegretto) - Live",2006-01-05
463,2019-05-16T03:52:44Z,"6s1pCNXcbdtQJlsnM1hRIA, 2HqNckz4bPVT37fWkhugTZ, 0IuqAyi5CMgpuyhckrcqNs","Dmitri Shostakovich, Royal Concertgebouw Orchestra, Mariss Jansons",2FSGhTmTbDeZscMp8D720z,"Shostakovich: Symphony No. 7 in C Major, Op. 60, ""Leningrad"": III. Adagio - Live",2006-01-05
464,2019-05-16T03:52:44Z,"6s1pCNXcbdtQJlsnM1hRIA, 2HqNckz4bPVT37fWkhugTZ, 0IuqAyi5CMgpuyhckrcqNs","Dmitri Shostakovich, Royal Concertgebouw Orchestra, Mariss Jansons",06YhJ0EjolkWT7JQHPMN2l,"Shostakovich: Symphony No. 7 in C Major, Op. 60, ""Leningrad"": IV. Allegro non troppo - Live",2006-01-05
465,2019-05-16T03:46:06Z,"6s1pCNXcbdtQJlsnM1hRIA, 1qHStDLIc8uV7hvTG6FGRJ, 2v1lHgfpG4joXW7kDdDI78","Dmitri Shostakovich, San Francisco Symphony, Michael Tilson Thomas",4byHkjpDHXKITRkkoY2CbG,"Symphony No. 5 in D Minor, Op. 47: I. Moderato",2009-11-03
466,2019-05-16T03:46:06Z,"6s1pCNXcbdtQJlsnM1hRIA, 1qHStDLIc8uV7hvTG6FGRJ, 2v1lHgfpG4joXW7kDdDI78","Dmitri Shostakovich, San Francisco Symphony, Michael Tilson Thomas",43NiC45OwMvW1uI4XMhmEi,"Symphony No. 5 in D Minor, Op. 47: II. Allegretto",2009-11-03
467,2019-05-16T03:46:06Z,"6s1pCNXcbdtQJlsnM1hRIA, 1qHStDLIc8uV7hvTG6FGRJ, 2v1lHgfpG4joXW7kDdDI78","Dmitri Shostakovich, San Francisco Symphony, Michael Tilson Thomas",7k0zZri1HP26Ye6SYPMaz0,"Symphony No. 5 in D Minor, Op. 47: III. Largo",2009-11-03
468,2019-05-16T03:46:06Z,"6s1pCNXcbdtQJlsnM1hRIA, 1qHStDLIc8uV7hvTG6FGRJ, 2v1lHgfpG4joXW7kDdDI78","Dmitri Shostakovich, San Francisco Symphony, Michael Tilson Thomas",3MDd2pn539MnT3dSS4bBKj,"Symphony No. 5 in D Minor, Op. 47: IV. Finale - Allegro non troppo",2009-11-03
469,2019-05-16T03:35:10Z,"4kHtgiRnpmFIV5Tm4BIs8l, 2HqNckz4bPVT37fWkhugTZ, 4hdiwtmc6OEFFxpSlwwmby","Sergei Prokofiev, Royal Concertgebouw Orchestra, Myung-Whun Chung",3pfu4iKncvMKD6lhgI83Fl,"Romeo And Juliet, Ballet Suite No. 2 - Op.64b:1: Montagues And Capulets",1994-01-01
470,2019-05-16T03:35:10Z,"4kHtgiRnpmFIV5Tm4BIs8l, 2HqNckz4bPVT37fWkhugTZ, 4hdiwtmc6OEFFxpSlwwmby","Sergei Prokofiev, Royal Concertgebouw Orchestra, Myung-Whun Chung",36l5IWeQ888OdgPkaDt1DX,"Romeo And Juliet, Ballet Suite No. 2 - Op.64b:2: Juliet The Young Girl",1994-01-01
471,2019-05-16T03:35:10Z,"4kHtgiRnpmFIV5Tm4BIs8l, 2HqNckz4bPVT37fWkhugTZ, 4hdiwtmc6OEFFxpSlwwmby","Sergei Prokofiev, Royal Concertgebouw Orchestra, Myung-Whun Chung",7J7c26cCG2Judwy4bNgjQE,"Romeo And Juliet, Ballet Suite No. 1 - Op.64a:1: Folk Dance",1994-01-01
472,2019-05-16T03:35:10Z,"4kHtgiRnpmFIV5Tm4BIs8l, 2HqNckz4bPVT37fWkhugTZ, 4hdiwtmc6OEFFxpSlwwmby","Sergei Prokofiev, Royal Concertgebouw Orchestra, Myung-Whun Chung",03fQbYWNhueKtbSJ2JA5z4,"Romeo And Juliet, Ballet Suite No. 1 - Op.64a:2: Scene",1994-01-01
473,2019-05-16T03:35:10Z,"4kHtgiRnpmFIV5Tm4BIs8l, 2HqNckz4bPVT37fWkhugTZ, 4hdiwtmc6OEFFxpSlwwmby","Sergei Prokofiev, Royal Concertgebouw Orchestra, Myung-Whun Chung",575CrYDKlIS4J01ecJSso1,"Romeo And Juliet, Ballet Suite No. 1 - Op.64a:3: Madrigal",1994-01-01
474,2019-05-16T03:35:10Z,"4kHtgiRnpmFIV5Tm4BIs8l, 2HqNckz4bPVT37fWkhugTZ, 4hdiwtmc6OEFFxpSlwwmby","Sergei Prokofiev, Royal Concertgebouw Orchestra, Myung-Whun Chung",4hTvf5rIgyaQ2N8pmLNzWJ,"Romeo And Juliet, Ballet Suite No. 1 - Op.64a:4: Minuet",1994-01-01
475,2019-05-16T03:35:10Z,"4kHtgiRnpmFIV5Tm4BIs8l, 2HqNckz4bPVT37fWkhugTZ, 4hdiwtmc6OEFFxpSlwwmby","Sergei Prokofiev, Royal Concertgebouw Orchestra, Myung-Whun Chung",783Qh7xx84Rw9TJf7502Ul,"Romeo And Juliet, Ballet Suite No. 1 - Op.64a:5: Masks",1994-01-01
