,added_at,artist_ids,artists,id,name,release_date
681,2019-05-09T18:46:32Z,"6pAwHPeExeUbMd5w7Iny6D, 6uRJnvQ3f8whVnmeoecv5Z, 0cxXnDhpgxcMMkKddhORHY","Richard Strauss, Berliner Philharmoniker, Gustavo Dudamel",1CBg7G9wCl9Pt5IcSCGEGO,"Don Juan, Op.20 - Live At Philharmonie, Berlin / 2013",2013-01-01
682,2019-05-09T18:37:44Z,"5goS0v24Fc1ydjCKQRwtjM, 003f4bk13c6Q3gAUXv7dGJ, 2tfWguHr2nj4e8KXLKciVq","Johann Strauss II, Wiener Philharmoniker, Andre Previn",5uADVotJgiSAGjjxBNQ5wk,Die Fledermaus: Overture,1990-01-01
683,2019-05-09T18:36:42Z,"5goS0v24Fc1ydjCKQRwtjM, 2dfDjeZroUd3LWmSFrAZCD, 3PfJE6ebCbCHeuqO4BfNeA","Johann Strauss II, David Parry, London Philharmonic Orchestra",4TAIJ3Z6vDok9a6fPlfwvQ,"The Blue Danube, Op. 314",2009-11-23
684,2019-05-09T18:34:24Z,"4WMHJgeJCssiGW3ssUT7eb, 2dfDjeZroUd3LWmSFrAZCD, 3PfJE6ebCbCHeuqO4BfNeA","Johann Strauss I, David Parry, London Philharmonic Orchestra",5ZTzAI3nWryYIMNoXgWs1I,"Radetzky March, Op. 228",2009-11-23
685,2019-05-09T18:33:43Z,"1C1x4MVkql8AiABuTw6DgE, 6TD08jYeuN128P2MZTbc8E, 0dicUFoK5LIbqu6OoHu8VH","Richard Wagner, Chicago Symphony Orchestra, Sir Georg Solti",7z3iLOIHRrvG7T5a579k5x,"Die Meistersinger von Nurnberg, WWV 96: Prelude",1998-01-01
686,2019-05-09T18:33:34Z,"1C1x4MVkql8AiABuTw6DgE, 003f4bk13c6Q3gAUXv7dGJ, 0dicUFoK5LIbqu6OoHu8VH","Richard Wagner, Wiener Philharmoniker, Sir Georg Solti",7GkOGd27V9HY9k5JEutexO,Der fliegende Hollander: Overture,1998-01-01
687,2019-05-09T18:33:27Z,"1C1x4MVkql8AiABuTw6DgE, 003f4bk13c6Q3gAUXv7dGJ, 0dicUFoK5LIbqu6OoHu8VH","Richard Wagner, Wiener Philharmoniker, Sir Georg Solti",05HGpouvptdGue4KXl0W3z,"Die Walkure, WWV 86B - Concert version / Dritter Aufzug: The Ride of the Valkyres",1998-01-01
688,2019-05-09T18:20:18Z,"2UqjDAXnDxejEyE0CzfUrZ, 2VIdKQmRHnWofsR4odfFOh, 6uRJnvQ3f8whVnmeoecv5Z, 6HclTVD03WSY6GUpN16BkP","Robert Schumann, Maurizio Pollini, Berliner Philharmoniker, Claudio Abbado",3QYa8DX1uCDlaL6BgClQvh,"Piano Concerto in A Minor, Op. 54: 3. Allegro vivace",1984-01-01
689,2019-05-09T18:20:15Z,"2UqjDAXnDxejEyE0CzfUrZ, 2VIdKQmRHnWofsR4odfFOh, 6uRJnvQ3f8whVnmeoecv5Z, 6HclTVD03WSY6GUpN16BkP","Robert Schumann, Maurizio Pollini, Berliner Philharmoniker, Claudio Abbado",4oDTmqRD20uz8yTA8hVTn8,"Piano Concerto in A Minor, Op. 54: 2. Intermezzo (Andantino grazioso)",1984-01-01
690,2019-05-09T18:20:12Z,"2UqjDAXnDxejEyE0CzfUrZ, 2VIdKQmRHnWofsR4odfFOh, 6uRJnvQ3f8whVnmeoecv5Z, 6HclTVD03WSY6GUpN16BkP","Robert Schumann, Maurizio Pollini, Berliner Philharmoniker, Claudio Abbado",5bdhFQOycXKV25zfVpVCzO,"Piano Concerto in A Minor, Op. 54: 1. Allegro affettuoso",1984-01-01
691,2019-05-09T18:17:22Z,"2UqjDAXnDxejEyE0CzfUrZ, 1qHStDLIc8uV7hvTG6FGRJ, 2v1lHgfpG4joXW7kDdDI78","Robert Schumann, San Francisco Symphony, Michael Tilson Thomas",7KUCRCkGRf9B6ueXYkuMh1,"Symphony No. 4 in D Minor, Op. 120: IV. Langsam - Lebhaft",2017-11-10
692,2019-05-09T18:17:19Z,"2UqjDAXnDxejEyE0CzfUrZ, 1qHStDLIc8uV7hvTG6FGRJ, 2v1lHgfpG4joXW7kDdDI78","Robert Schumann, San Francisco Symphony, Michael Tilson Thomas",15902ImlSKvgEXYWVR5rMq,"Symphony No. 4 in D Minor, Op. 120: III. Scherzo",2017-11-10
693,2019-05-09T18:17:16Z,"2UqjDAXnDxejEyE0CzfUrZ, 1qHStDLIc8uV7hvTG6FGRJ, 2v1lHgfpG4joXW7kDdDI78","Robert Schumann, San Francisco Symphony, Michael Tilson Thomas",6mYoYKq0IssUmweAXpAE70,"Symphony No. 4 in D Minor, Op. 120: II. Romanze",2017-11-10
694,2019-05-09T18:17:14Z,"2UqjDAXnDxejEyE0CzfUrZ, 1qHStDLIc8uV7hvTG6FGRJ, 2v1lHgfpG4joXW7kDdDI78","Robert Schumann, San Francisco Symphony, Michael Tilson Thomas",6dfKfyd7fLl2y9tTPYthUp,"Symphony No. 4 in D Minor, Op. 120: I. Ziemlich langsam - Lebhaft",2017-11-10
695,2019-05-09T17:35:38Z,"2p0UyoPfYfI76PCStuXfOP, 1PsknnitlKhm7SOszdGWB1","Franz Schubert, Borodin Quartet",5xvSpUJZgKybMPieGi0GQB,"Schubert : String Quartet No.14 in D minor D810, 'Death and the Maiden' : I Allegro",1998-08-28
696,2019-05-09T17:35:38Z,"2p0UyoPfYfI76PCStuXfOP, 1PsknnitlKhm7SOszdGWB1","Franz Schubert, Borodin Quartet",7xEgqxnHLfD3A1eMi2GUMJ,"Schubert : String Quartet No.14 in D minor D810, 'Death and the Maiden' : II Andante con moto",1998-08-28
697,2019-05-09T17:35:38Z,"2p0UyoPfYfI76PCStuXfOP, 1PsknnitlKhm7SOszdGWB1","Franz Schubert, Borodin Quartet",782UA2jwjBBc3tJrP7Djrq,"Schubert : String Quartet No.14 in D minor D810, 'Death and the Maiden' : III Scherzo - Allegro molto",1998-08-28
698,2019-05-09T17:35:38Z,"2p0UyoPfYfI76PCStuXfOP, 1PsknnitlKhm7SOszdGWB1","Franz Schubert, Borodin Quartet",4NngU67KsRYcVOrrqjiRuU,"Schubert : String Quartet No.14 in D minor D810, 'Death and the Maiden' : IV Presto",1998-08-28
699,2019-05-09T17:35:38Z,"2UqjDAXnDxejEyE0CzfUrZ, 1PsknnitlKhm7SOszdGWB1","Robert Schumann, Borodin Quartet",2pCxXL6W21s6J0gInZLhT7,Schumann : Piano Quintet in E flat major Op.44 : I Allegro brillante,1998-08-28
700,2019-05-09T17:35:38Z,"2UqjDAXnDxejEyE0CzfUrZ, 1PsknnitlKhm7SOszdGWB1","Robert Schumann, Borodin Quartet",2AXYUWrSQXqfIhOfJ6o62v,Schumann : Piano Quintet in E flat major Op.44 : II In modo d'una marcia,1998-08-28
701,2019-05-09T17:35:38Z,"2UqjDAXnDxejEyE0CzfUrZ, 1PsknnitlKhm7SOszdGWB1","Robert Schumann, Borodin Quartet",50Xqawpz53c12cagTZB8hf,Schumann : Piano Quintet in E flat major Op.44 : III Scherzo - Molto vivace,1998-08-28
702,2019-05-09T17:35:38Z,"2UqjDAXnDxejEyE0CzfUrZ, 1PsknnitlKhm7SOszdGWB1","Robert Schumann, Borodin Quartet",7q0agnSOY5g1mgnHMz4mqT,"Schumann: Piano Quintet in E-Flat Major, Op. 44: IV. Allegro ma non troppo",1998-08-28
703,2019-05-09T17:31:37Z,"2p0UyoPfYfI76PCStuXfOP, 1VfDXOsmvKAtebAZ9KxQhC, 6HclTVD03WSY6GUpN16BkP","Franz Schubert, Chamber Orchestra of Europe, Claudio Abbado",2ldVgaqxfvJ9I03D7jnI8w,"Symphony No.8 In B Minor, D.759 - ""Unfinished"": 2. Andante con moto",1988-01-01
704,2019-05-09T17:31:35Z,"2p0UyoPfYfI76PCStuXfOP, 1VfDXOsmvKAtebAZ9KxQhC, 6HclTVD03WSY6GUpN16BkP","Franz Schubert, Chamber Orchestra of Europe, Claudio Abbado",3doq0Z3HD2HBA36hkbiiP8,"Symphony No.8 In B Minor, D.759 - ""Unfinished"": 1. Allegro moderato",1988-01-01
705,2019-05-09T17:24:56Z,"5ihY290YPGc3aY2xTyx7Gy, 77CaCn32H4mOMQA7UElzfF, 6NUhQz7eAEsZvjEHTKHux9","Edvard Grieg, Academy of St. Martin in the Fields, Sir Neville Marriner",2TQE36gHvmYSXk1UVxG970,"Peer Gynt-Suite Nr. 1, Op. 46: IV. In the Hall of the Mountain King",2007-01-01
706,2019-05-09T17:24:53Z,"5ihY290YPGc3aY2xTyx7Gy, 77CaCn32H4mOMQA7UElzfF, 6NUhQz7eAEsZvjEHTKHux9","Edvard Grieg, Academy of St. Martin in the Fields, Sir Neville Marriner",5ebC5YZw56vrVIkIbkbNvP,"Peer Gynt-Suite Nr. 1, Op. 46: III. Anitra's Dance",2007-01-01
707,2019-05-09T17:24:51Z,"5ihY290YPGc3aY2xTyx7Gy, 77CaCn32H4mOMQA7UElzfF, 6NUhQz7eAEsZvjEHTKHux9","Edvard Grieg, Academy of St. Martin in the Fields, Sir Neville Marriner",0W873wS6cRdOeghdZdK3gb,"Peer Gynt-Suite Nr. 1, Op. 46: II. Death of Aase",2007-01-01
708,2019-05-09T17:24:48Z,"5ihY290YPGc3aY2xTyx7Gy, 77CaCn32H4mOMQA7UElzfF, 6NUhQz7eAEsZvjEHTKHux9","Edvard Grieg, Academy of St. Martin in the Fields, Sir Neville Marriner",5CwNAWbnzAzu33Y4Sry4OJ,"Peer Gynt-Suite Nr. 1, Op. 46: I. Morning",2007-01-01
709,2019-05-09T16:54:54Z,"7jzR5qj8vFnSu5JHaXgFEr, 2dfDjeZroUd3LWmSFrAZCD, 3PfJE6ebCbCHeuqO4BfNeA","Jean Sibelius, David Parry, London Philharmonic Orchestra",2Q8rnPSOQBgJ4KGVXgEbnG,"Finlandia, Op. 26",2009-11-23
710,2019-05-09T16:50:37Z,"7jzR5qj8vFnSu5JHaXgFEr, 2xPfYsn4P2vH7eI6ADyFB7, 3FEd0qHPFOgcpfw7bCXB4x, 4RkU7dxppCNi2078hPMUI4","Jean Sibelius, Midori, Zubin Mehta, Israel Philharmonic Orchestra",35k9dftMzMMZfmJ6DWM64o,"Violin Concerto in D Minor, Op. 47: I. Allegro moderato",1994-02-22
711,2019-05-09T16:50:37Z,"7jzR5qj8vFnSu5JHaXgFEr, 2xPfYsn4P2vH7eI6ADyFB7, 3FEd0qHPFOgcpfw7bCXB4x, 4RkU7dxppCNi2078hPMUI4","Jean Sibelius, Midori, Zubin Mehta, Israel Philharmonic Orchestra",2APiWLxwbtnls1WwPVpmiM,"Violin Concerto in D Minor, Op. 47: II. Adagio di molto",1994-02-22
712,2019-05-09T16:50:37Z,"7jzR5qj8vFnSu5JHaXgFEr, 2xPfYsn4P2vH7eI6ADyFB7, 3FEd0qHPFOgcpfw7bCXB4x, 4RkU7dxppCNi2078hPMUI4","Jean Sibelius, Midori, Zubin Mehta, Israel Philharmonic Orchestra",2yDt4o6mQZ3iOIPLfQD9Sm,"Violin Concerto in D Minor, Op. 47: III. Allegro ma non tanto",1994-02-22
713,2019-05-09T16:50:37Z,"0521x50ZcNqqT1fKMJg5c5, 2xPfYsn4P2vH7eI6ADyFB7, 3FEd0qHPFOgcpfw7bCXB4x, 4RkU7dxppCNi2078hPMUI4","Max Bruch, Midori, Zubin Mehta, Israel Philharmonic Orchestra",3TWyRDvGsSW0cYYWxcOgtK,"Scottish Fantasy, Op. 46: Introduction. Grave -",1994-02-22
714,2019-05-09T16:50:37Z,"0521x50ZcNqqT1fKMJg5c5, 2xPfYsn4P2vH7eI6ADyFB7, 3FEd0qHPFOgcpfw7bCXB4x, 4RkU7dxppCNi2078hPMUI4","Max Bruch, Midori, Zubin Mehta, Israel Philharmonic Orchestra",1dIRiL07QkXW4ZOKDVCvsw,"Scottish Fantasy, Op. 46: I. Adagio cantabile",1994-02-22
715,2019-05-09T16:50:37Z,"0521x50ZcNqqT1fKMJg5c5, 2xPfYsn4P2vH7eI6ADyFB7, 3FEd0qHPFOgcpfw7bCXB4x, 4RkU7dxppCNi2078hPMUI4","Max Bruch, Midori, Zubin Mehta, Israel Philharmonic Orchestra",3hLvbN4JqCpJs0jCKWJ3vA,"Scottish Fantasy, Op. 46: II. Allegro",1994-02-22
716,2019-05-09T16:50:37Z,"0521x50ZcNqqT1fKMJg5c5, 2xPfYsn4P2vH7eI6ADyFB7, 3FEd0qHPFOgcpfw7bCXB4x, 4RkU7dxppCNi2078hPMUI4","Max Bruch, Midori, Zubin Mehta, Israel Philharmonic Orchestra",6WjidmK79HeMdghhINf6NJ,"Scottish Fantasy, Op. 46: III. Andante sostenuto",1994-02-22
717,2019-05-09T16:50:37Z,"0521x50ZcNqqT1fKMJg5c5, 2xPfYsn4P2vH7eI6ADyFB7, 3FEd0qHPFOgcpfw7bCXB4x, 4RkU7dxppCNi2078hPMUI4","Max Bruch, Midori, Zubin Mehta, Israel Philharmonic Orchestra",7lAOPZPLuDSlZ7aEhtCn7h,"Scottish Fantasy, Op. 46: IV. Finale. Allegro guerriero",1994-02-22
718,2019-05-09T16:24:53Z,"25Eab1kIY1gh0Yo1oV04G4, 003f4bk13c6Q3gAUXv7dGJ, 5zCaQxjl110XTrm4LQ1CxY","Bedrich Smetana, Wiener Philharmoniker, Herbert von Karajan",5P6ySmn4cxd3pF4BNeMOIG,"Ma Vlast, JB1:112: 2. Vltava",1985-10-01
719,2019-05-09T16:23:25Z,"25Eab1kIY1gh0Yo1oV04G4, 23BiSNXm5UaRFuusoWisYO, 1b5qV5N8eWF48rJSGIOEBx","Bedrich Smetana, BBC Symphony Orchestra, Jiri Belohlavek",26d6NJOihv4XhkphDZaaf0,The Bartered Bride: Overture,2012-09-11
720,2019-05-09T16:18:41Z,"6n7nd5iceYpXVwcx8VPpxF, 7k2OVLYjYoFDAxfVOl6ZD2, 6XB7gCSvNN5AkoAhEFv7Cg, 2J7jiJ5cdLieortTaN6yMT","Antonin Dvorak, Julia Fischer, Tonhalle Orchester Zurich, David Zinman",4E0wzf9YG54CFbyPQuow8W,"Violin Concerto in A minor, Op.53: 1. Allegro ma non troppo - Quasi moderato",2013-01-01
721,2019-05-09T16:18:41Z,"6n7nd5iceYpXVwcx8VPpxF, 7k2OVLYjYoFDAxfVOl6ZD2, 6XB7gCSvNN5AkoAhEFv7Cg, 2J7jiJ5cdLieortTaN6yMT","Antonin Dvorak, Julia Fischer, Tonhalle Orchester Zurich, David Zinman",3gY4S3xCwmO5XxtwsqBaRK,"Violin Concerto in A minor, Op.53: 2. Adagio, ma non troppo",2013-01-01
722,2019-05-09T16:18:41Z,"6n7nd5iceYpXVwcx8VPpxF, 7k2OVLYjYoFDAxfVOl6ZD2, 6XB7gCSvNN5AkoAhEFv7Cg, 2J7jiJ5cdLieortTaN6yMT","Antonin Dvorak, Julia Fischer, Tonhalle Orchester Zurich, David Zinman",2w1Cl2jswZvdNOC0eVlbZo,"Violin Concerto in A minor, Op.53: 3. Finale (Allegro giocoso, ma non troppo)",2013-01-01
723,2019-05-09T16:18:41Z,"0521x50ZcNqqT1fKMJg5c5, 7k2OVLYjYoFDAxfVOl6ZD2, 6XB7gCSvNN5AkoAhEFv7Cg, 2J7jiJ5cdLieortTaN6yMT","Max Bruch, Julia Fischer, Tonhalle Orchester Zurich, David Zinman",2kWBaubfvDNKmrHjWMhllH,"Violin Concerto No.1 in G minor, Op.26: 1. Vorspiel (Allegro moderato)",2013-01-01
724,2019-05-09T16:18:41Z,"0521x50ZcNqqT1fKMJg5c5, 7k2OVLYjYoFDAxfVOl6ZD2, 6XB7gCSvNN5AkoAhEFv7Cg, 2J7jiJ5cdLieortTaN6yMT","Max Bruch, Julia Fischer, Tonhalle Orchester Zurich, David Zinman",1GqvS74twHTio6vsxWpFtU,"Violin Concerto No.1 in G minor, Op.26: 2. Adagio",2013-01-01
725,2019-05-09T16:18:41Z,"0521x50ZcNqqT1fKMJg5c5, 7k2OVLYjYoFDAxfVOl6ZD2, 6XB7gCSvNN5AkoAhEFv7Cg, 2J7jiJ5cdLieortTaN6yMT","Max Bruch, Julia Fischer, Tonhalle Orchester Zurich, David Zinman",6ZN8tun5ZgUnwtKsmzzM8x,"Violin Concerto No.1 in G minor, Op.26: 3. Finale (Allegro energico)",2013-01-01
726,2019-05-09T16:18:14Z,"6n7nd5iceYpXVwcx8VPpxF, 15G9RnBNBDCFUMANna2CvO","Antonin Dvorak, Tokyo String Quartet",4QKcN1d4Nia1HRvVIvIGep,"String Quartet No.12 in F Major (""American""), Op. 96: String Quartet No.12 in F Major (""American""), Op. 96: I. Allegro ma non troppo",2013-05-21
727,2019-05-09T16:18:14Z,"6n7nd5iceYpXVwcx8VPpxF, 15G9RnBNBDCFUMANna2CvO","Antonin Dvorak, Tokyo String Quartet",39fOz7bsgb5nQ42SPAqmcf,"String Quartet No.12 in F Major (""American""), Op. 96: String Quartet No.12 in F Major (""American""), Op. 96: II. Lento",2013-05-21
728,2019-05-09T16:18:14Z,"6n7nd5iceYpXVwcx8VPpxF, 15G9RnBNBDCFUMANna2CvO","Antonin Dvorak, Tokyo String Quartet",6mencyPMtKcZQaqAZltynP,"String Quartet No.12 in F Major (""American""), Op. 96: String Quartet No.12 in F Major (""American""), Op. 96: III. Molto vivace",2013-05-21
729,2019-05-09T16:18:14Z,"6n7nd5iceYpXVwcx8VPpxF, 15G9RnBNBDCFUMANna2CvO","Antonin Dvorak, Tokyo String Quartet",53NU6hV28WacowPTcQbH1J,"String Quartet no.12 in F Major ""American"", Op.96: String Quartet no.12 in F Major ""American"", Op.96: IV. Vivace",2013-05-21
730,2019-05-09T16:18:14Z,"25Eab1kIY1gh0Yo1oV04G4, 15G9RnBNBDCFUMANna2CvO","Bedrich Smetana, Tokyo String Quartet",7f5cWLZ0qRyx1j4uHnGFCn,"String Quartet No.1 in E Minor (""From My Life""): String Quartet No.1 in E Minor (""From My Life""): I. Allegro vivo appassionato",2013-05-21
731,2019-05-09T16:18:14Z,"25Eab1kIY1gh0Yo1oV04G4, 15G9RnBNBDCFUMANna2CvO","Bedrich Smetana, Tokyo String Quartet",5e8dKfGHy8XodixmKGIWcB,"String Quartet No.1 in E Minor (""From My Life""): String Quartet No.1 in E Minor (""From My Life""): II. Allegro moderato a la Polka",2013-05-21
732,2019-05-09T16:18:14Z,"25Eab1kIY1gh0Yo1oV04G4, 15G9RnBNBDCFUMANna2CvO","Bedrich Smetana, Tokyo String Quartet",0g5X9XOcdwSDedgKV1e3e0,"String Quartet No.1 in E Minor (""From My Life""): String Quartet No.1 in E Minor (""From My Life""): III. Largo sostenuto",2013-05-21
733,2019-05-09T16:18:14Z,"25Eab1kIY1gh0Yo1oV04G4, 15G9RnBNBDCFUMANna2CvO","Bedrich Smetana, Tokyo String Quartet",2far71bKJ98Ks6DK7yxV7f,"String Quartet No.1 in E Minor (""From My Life""): String Quartet No.1 in E Minor (""From My Life""): IV. Finale: Vivace",2013-05-21
734,2019-05-09T16:17:27Z,"6n7nd5iceYpXVwcx8VPpxF, 77CaCn32H4mOMQA7UElzfF, 6NUhQz7eAEsZvjEHTKHux9","Antonin Dvorak, Academy of St. Martin in the Fields, Sir Neville Marriner",4zY0vavCjfyAK0JppWUWHs,"Serenade for Strings in E, Op.22: 5. Finale (Allegro vivace)",1982-01-01
735,2019-05-09T16:17:25Z,"6n7nd5iceYpXVwcx8VPpxF, 77CaCn32H4mOMQA7UElzfF, 6NUhQz7eAEsZvjEHTKHux9","Antonin Dvorak, Academy of St. Martin in the Fields, Sir Neville Marriner",39Ce6Eh5QAhemo9o8SfVQw,"Serenade for Strings in E, Op.22: 4. Larghetto",1982-01-01
736,2019-05-09T16:17:22Z,"6n7nd5iceYpXVwcx8VPpxF, 77CaCn32H4mOMQA7UElzfF, 6NUhQz7eAEsZvjEHTKHux9","Antonin Dvorak, Academy of St. Martin in the Fields, Sir Neville Marriner",7AfXRgcvKrqShqJOwa2Osg,"Serenade for Strings in E, Op.22: 3. Scherzo (Vivace)",1982-01-01
737,2019-05-09T16:17:19Z,"6n7nd5iceYpXVwcx8VPpxF, 77CaCn32H4mOMQA7UElzfF, 6NUhQz7eAEsZvjEHTKHux9","Antonin Dvorak, Academy of St. Martin in the Fields, Sir Neville Marriner",1CHAoKpvlceTv98cNUpVKv,"Serenade for Strings in E, Op.22: 2. Tempo di valse",1982-01-01
738,2019-05-09T16:17:17Z,"6n7nd5iceYpXVwcx8VPpxF, 77CaCn32H4mOMQA7UElzfF, 6NUhQz7eAEsZvjEHTKHux9","Antonin Dvorak, Academy of St. Martin in the Fields, Sir Neville Marriner",6zNM3XvTcMSSguFM3yGm9A,"Serenade for Strings in E, Op.22: 1. Moderato",1982-01-01
739,2019-05-09T16:12:38Z,"6n7nd5iceYpXVwcx8VPpxF, 3EQvBmWlfyaRLGDuVfKmve, 6uRJnvQ3f8whVnmeoecv5Z, 5Dl3HXZjG6ZOWT5cV375lk","Antonin Dvorak, Lorin Maazel, Berliner Philharmoniker, Yo-Yo Ma",7Kxvugsk3d7OJQSpXCfaZ7,"Cello Concerto in B Minor, Op. 104, B. 191: III. Finale. Allegro moderato",1986
740,2019-05-09T16:12:35Z,"6n7nd5iceYpXVwcx8VPpxF, 3EQvBmWlfyaRLGDuVfKmve, 5Dl3HXZjG6ZOWT5cV375lk, 6uRJnvQ3f8whVnmeoecv5Z","Antonin Dvorak, Lorin Maazel, Yo-Yo Ma, Berliner Philharmoniker",1iaVxTaKOut3LCht70e8SP,"Cello Concerto in B Minor, Op. 104, B. 191: II. Adagio ma non troppo",1986
741,2019-05-09T16:12:33Z,"6n7nd5iceYpXVwcx8VPpxF, 3EQvBmWlfyaRLGDuVfKmve, 6uRJnvQ3f8whVnmeoecv5Z, 5Dl3HXZjG6ZOWT5cV375lk","Antonin Dvorak, Lorin Maazel, Berliner Philharmoniker, Yo-Yo Ma",560PxpTrJvVxEMJhZh5O3g,"Cello Concerto in B Minor, Op. 104, B. 191: I. Allegro",1986
742,2019-05-09T16:07:36Z,"6n7nd5iceYpXVwcx8VPpxF, 4nsMLwMcViXAqwTLJ71y8i","Antonin Dvorak, Fritz Reiner",4XdWS30AuS9vdAnQlVY9Hy,"Carnival, Op. 92, B. 169: Overture",1954
743,2019-05-09T16:03:42Z,"6n7nd5iceYpXVwcx8VPpxF, 6uRJnvQ3f8whVnmeoecv5Z, 6HclTVD03WSY6GUpN16BkP","Antonin Dvorak, Berliner Philharmoniker, Claudio Abbado",6LtIVDlwkraIk17Xz6MoCN,"Symphony No. 9 in E Minor, Op. 95, B. 178 - ""From the New World"": 4. Allegro con fuoco - Live",1999-01-01
744,2019-05-09T16:03:39Z,"6n7nd5iceYpXVwcx8VPpxF, 6uRJnvQ3f8whVnmeoecv5Z, 6HclTVD03WSY6GUpN16BkP","Antonin Dvorak, Berliner Philharmoniker, Claudio Abbado",6U3C3txmiuxrLlF5pctyUj,"Symphony No. 9 in E Minor, Op. 95, B. 178 - ""From the New World"": 3. Scherzo (Molto vivace) - Live",1999-01-01
745,2019-05-09T16:03:36Z,"6n7nd5iceYpXVwcx8VPpxF, 6uRJnvQ3f8whVnmeoecv5Z, 6HclTVD03WSY6GUpN16BkP","Antonin Dvorak, Berliner Philharmoniker, Claudio Abbado",60rloMvY0lmWqhuT4wPpg0,"Symphony No. 9 in E Minor, Op. 95, B. 178 - ""From the New World"": 2. Largo - Live",1999-01-01
746,2019-05-09T16:03:33Z,"6n7nd5iceYpXVwcx8VPpxF, 6uRJnvQ3f8whVnmeoecv5Z, 6HclTVD03WSY6GUpN16BkP","Antonin Dvorak, Berliner Philharmoniker, Claudio Abbado",1C9T39ln9RQrOegxCqKUtB,"Symphony No. 9 in E Minor, Op. 95, B. 178 - ""From the New World"": 1. Adagio - Allegro molto - Live",1999-01-01
747,2019-05-09T15:49:10Z,"6MF58APd3YV72Ln2eVg710, 37Lr1lIJy824MQIENRUnZn, 0SlNRZ8zBLAgyB1lsoYxAa","Felix Mendelssohn, Kurt Masur, Gewandhausorchester Leipzig",6Q2kJL9BOHVeye4faKTIP4,Mendelssohn : Capriccio brillant in B minor Op.22,1999-05-01
748,2019-05-09T15:46:41Z,"6MF58APd3YV72Ln2eVg710, 4IBl8k6ZsBagsI5zRjyXH7","Felix Mendelssohn, Emerson String Quartet",7fhuUoKVs19Kp2FWrUNGEb,"Octet In E Flat, Op.20, MWV R20: 4. Presto",2005-01-01
749,2019-05-09T15:46:39Z,"6MF58APd3YV72Ln2eVg710, 4IBl8k6ZsBagsI5zRjyXH7","Felix Mendelssohn, Emerson String Quartet",7d7se3g3eVt5xAMXV2Wj5Q,"Octet In E Flat, Op.20, MWV R20: 3. Scherzo (Allegro leggierissimo)",2005-01-01
750,2019-05-09T15:46:24Z,"6MF58APd3YV72Ln2eVg710, 4IBl8k6ZsBagsI5zRjyXH7","Felix Mendelssohn, Emerson String Quartet",1QV5yBBwqY9odHOVtdJqIq,"Octet In E Flat, Op.20, MWV R20: 1. Allegro moderato, ma con fuoco",2005-01-01
751,2019-05-09T15:45:21Z,"6MF58APd3YV72Ln2eVg710, 4IBl8k6ZsBagsI5zRjyXH7","Felix Mendelssohn, Emerson String Quartet",6NIwJkIne09oN9tMLyU9Yt,"String Quartet No.2 In A Minor, Op.13, MWV R22: 4. Presto",2005-01-01
752,2019-05-09T15:45:19Z,"6MF58APd3YV72Ln2eVg710, 4IBl8k6ZsBagsI5zRjyXH7","Felix Mendelssohn, Emerson String Quartet",3tzHc4caojgZA3kxdpG04n,"String Quartet No.2 In A Minor, Op.13, MWV R22: 3. Intermezzo; Allegretto con moto",2005-01-01
753,2019-05-09T15:45:16Z,"6MF58APd3YV72Ln2eVg710, 4IBl8k6ZsBagsI5zRjyXH7","Felix Mendelssohn, Emerson String Quartet",4VcqJ2JICPHbp52LOSa5v5,"String Quartet No.2 In A Minor, Op.13, MWV R22: 2. Adagio non lento",2005-01-01
754,2019-05-09T15:45:13Z,"6MF58APd3YV72Ln2eVg710, 4IBl8k6ZsBagsI5zRjyXH7","Felix Mendelssohn, Emerson String Quartet",38O4gZ7ncHczVsyCC5EDuP,"String Quartet No.2 In A Minor, Op.13, MWV R22: 1. Adagio; Allegro vivace",2005-01-01
755,2019-05-09T15:38:09Z,"6MF58APd3YV72Ln2eVg710, 1qIRoGEKXINqrCx5N1engi, 5yxyJsFanEAuwSM5kOuZKc, 4vzwv4zzBTlG8qsFCqP2Yv","Felix Mendelssohn, John Eliot Gardiner, London Symphony Orchestra, Alexander Knox",337pe5hykIyKFTeHoNFGIo,"A Midsummer Night's Dream, Incidental Music, Op. 61: A Midsummer Night's Dream, Incidental Music, Op. 61: No. 1, Scherzo",2018-09-21
756,2019-05-09T15:37:54Z,"6MF58APd3YV72Ln2eVg710, 1qIRoGEKXINqrCx5N1engi, 5yxyJsFanEAuwSM5kOuZKc","Felix Mendelssohn, John Eliot Gardiner, London Symphony Orchestra",268QFsnVawnmGdlRhMum3T,"The Hebrides, Op. 26 ""Fingal's Cave""",2018-09-21
757,2019-05-09T15:37:37Z,"6MF58APd3YV72Ln2eVg710, 1qIRoGEKXINqrCx5N1engi, 5yxyJsFanEAuwSM5kOuZKc","Felix Mendelssohn, John Eliot Gardiner, London Symphony Orchestra",5YSIddOTLPddAttjdk1kRm,"Overture Calm Sea and Prosperous Voyage, Op. 27",2018-09-21
